,E1VFVN30,GOLD,DCDS,MBBOND
2025-03-24,0.002326821061459129,0.6332874608463074,0.0,0.3643857180922336
2025-03-25,0.6074808485542769,0.3925191514457232,0.0,7.095018522418502e-23
2025-03-26,0.6074808485542769,0.3925191514457232,0.0,7.095018522418502e-23
2025-03-27,0.6074808485542769,0.3925191514457232,0.0,7.095018522418502e-23
2025-03-28,0.6074808485542769,0.3925191514457232,0.0,7.095018522418502e-23
2025-03-31,0.6074808485542769,0.3925191514457232,0.0,7.095018522418502e-23
2025-04-01,2.6693733426744194e-23,1.0,1.4003551144284461e-22,2.4538126209900985e-23
2025-04-02,2.6693733426744194e-23,1.0,1.4003551144284461e-22,2.4538126209900985e-23
2025-04-03,2.6693733426744194e-23,1.0,1.4003551144284461e-22,2.4538126209900985e-23
2025-04-04,2.6693733426744194e-23,1.0,1.4003551144284461e-22,2.4538126209900985e-23
2025-04-07,2.6693733426744194e-23,1.0,1.4003551144284461e-22,2.4538126209900985e-23
2025-04-08,0.0,1.0,7.055545903501671e-25,0.0
2025-04-09,0.0,1.0,7.055545903501671e-25,0.0
2025-04-10,0.0,1.0,7.055545903501671e-25,0.0
2025-04-11,0.0,1.0,7.055545903501671e-25,0.0
2025-04-14,0.0,1.0,7.055545903501671e-25,0.0
2025-04-15,0.49247151406805617,0.2151740465536838,0.29235443937826006,0.0
2025-04-16,0.49247151406805617,0.2151740465536838,0.29235443937826006,0.0
2025-04-17,0.49247151406805617,0.2151740465536838,0.29235443937826006,0.0
2025-04-18,0.49247151406805617,0.2151740465536838,0.29235443937826006,0.0
2025-04-21,0.49247151406805617,0.2151740465536838,0.29235443937826006,0.0
2025-04-22,0.39592293725476624,0.35921111999823807,0.24486594274699564,0.0
2025-04-23,0.39592293725476624,0.35921111999823807,0.24486594274699564,0.0
2025-04-24,0.39592293725476624,0.35921111999823807,0.24486594274699564,0.0
2025-04-25,0.39592293725476624,0.35921111999823807,0.24486594274699564,0.0
2025-04-28,0.39592293725476624,0.35921111999823807,0.24486594274699564,0.0
2025-04-29,0.4491162791481916,0.32511091637915934,0.2257728044726492,0.0
2025-04-30,0.4491162791481916,0.32511091637915934,0.2257728044726492,0.0
2025-05-01,0.4491162791481916,0.32511091637915934,0.2257728044726492,0.0
2025-05-02,0.4491162791481916,0.32511091637915934,0.2257728044726492,0.0
2025-05-05,0.4491162791481916,0.32511091637915934,0.2257728044726492,0.0
2025-05-06,0.46330560152173117,0.3052964600244652,0.23139793845380358,0.0
2025-05-07,0.46330560152173117,0.3052964600244652,0.23139793845380358,0.0
2025-05-08,0.46330560152173117,0.3052964600244652,0.23139793845380358,0.0
2025-05-09,0.46330560152173117,0.3052964600244652,0.23139793845380358,0.0
2025-05-12,0.46330560152173117,0.3052964600244652,0.23139793845380358,0.0
2025-05-13,1.183519755550015e-23,0.45797994489012245,0.5420200551098776,1.5555289583209844e-23
2025-05-14,1.183519755550015e-23,0.45797994489012245,0.5420200551098776,1.5555289583209844e-23
2025-05-15,1.183519755550015e-23,0.45797994489012245,0.5420200551098776,1.5555289583209844e-23
2025-05-16,1.183519755550015e-23,0.45797994489012245,0.5420200551098776,1.5555289583209844e-23
2025-05-19,1.183519755550015e-23,0.45797994489012245,0.5420200551098776,1.5555289583209844e-23
2025-05-20,0.3327409708392889,0.06967325160101549,0.5975857775596957,3.963757136395239e-23
2025-05-21,0.3327409708392889,0.06967325160101549,0.5975857775596957,3.963757136395239e-23
2025-05-22,0.3327409708392889,0.06967325160101549,0.5975857775596957,3.963757136395239e-23
2025-05-23,0.3327409708392889,0.06967325160101549,0.5975857775596957,3.963757136395239e-23
2025-05-26,0.3327409708392889,0.06967325160101549,0.5975857775596957,3.963757136395239e-23
2025-05-27,0.21757120153931625,1.2289079224467362e-22,0.7824287984606838,1.2440150974132566e-22
2025-05-28,0.21757120153931625,1.2289079224467362e-22,0.7824287984606838,1.2440150974132566e-22
2025-05-29,0.21757120153931625,1.2289079224467362e-22,0.7824287984606838,1.2440150974132566e-22
2025-05-30,0.21757120153931625,1.2289079224467362e-22,0.7824287984606838,1.2440150974132566e-22
2025-06-02,0.21757120153931625,1.2289079224467362e-22,0.7824287984606838,1.2440150974132566e-22
2025-06-03,0.38717130956733037,5.2658826676014487e-23,0.6128286904326696,1.0879490576476848e-22
2025-06-04,0.38717130956733037,5.2658826676014487e-23,0.6128286904326696,1.0879490576476848e-22
2025-06-05,0.38717130956733037,5.2658826676014487e-23,0.6128286904326696,1.0879490576476848e-22
2025-06-06,0.38717130956733037,5.2658826676014487e-23,0.6128286904326696,1.0879490576476848e-22
2025-06-09,0.38717130956733037,5.2658826676014487e-23,0.6128286904326696,1.0879490576476848e-22
2025-06-10,0.49438447996813295,2.0035795582738675e-23,0.505615520031867,1.2538398368149335e-23
2025-06-11,0.49438447996813295,2.0035795582738675e-23,0.505615520031867,1.2538398368149335e-23
2025-06-12,0.49438447996813295,2.0035795582738675e-23,0.505615520031867,1.2538398368149335e-23
2025-06-13,0.49438447996813295,2.0035795582738675e-23,0.505615520031867,1.2538398368149335e-23
2025-06-16,0.49438447996813295,2.0035795582738675e-23,0.505615520031867,1.2538398368149335e-23
2025-06-17,0.6047920565732718,0.0,0.3952079434267281,0.0
2025-06-18,0.6047920565732718,0.0,0.3952079434267281,0.0
2025-06-19,0.6047920565732718,0.0,0.3952079434267281,0.0
2025-06-20,0.6047920565732718,0.0,0.3952079434267281,0.0
2025-06-23,0.6047920565732718,0.0,0.3952079434267281,0.0
2025-06-24,0.5792116771244897,5.568331176620854e-23,0.42078832287551027,1.0365337685100502e-25
2025-06-25,0.5792116771244897,5.568331176620854e-23,0.42078832287551027,1.0365337685100502e-25
2025-06-26,0.5792116771244897,5.568331176620854e-23,0.42078832287551027,1.0365337685100502e-25
2025-06-27,0.5792116771244897,5.568331176620854e-23,0.42078832287551027,1.0365337685100502e-25
2025-06-30,0.5792116771244897,5.568331176620854e-23,0.42078832287551027,1.0365337685100502e-25
2025-07-01,0.6516292418633854,3.0124786159306385e-23,0.34837075813661456,3.11431316528443e-23
2025-07-02,0.6516292418633854,3.0124786159306385e-23,0.34837075813661456,3.11431316528443e-23
2025-07-03,0.6516292418633854,3.0124786159306385e-23,0.34837075813661456,3.11431316528443e-23
2025-07-04,0.6516292418633854,3.0124786159306385e-23,0.34837075813661456,3.11431316528443e-23
2025-07-07,0.6516292418633854,3.0124786159306385e-23,0.34837075813661456,3.11431316528443e-23
2025-07-08,0.6368648773371763,1.1802379789392959e-22,0.36313512266282366,6.382092116618861e-24
2025-07-09,0.6368648773371763,1.1802379789392959e-22,0.36313512266282366,6.382092116618861e-24
2025-07-10,0.6368648773371763,1.1802379789392959e-22,0.36313512266282366,6.382092116618861e-24
2025-07-11,0.6368648773371763,1.1802379789392959e-22,0.36313512266282366,6.382092116618861e-24
2025-07-14,0.6368648773371763,1.1802379789392959e-22,0.36313512266282366,6.382092116618861e-24
2025-07-15,0.46878422706482914,1.106209289905814e-22,0.5312157729351709,0.0
2025-07-16,0.46878422706482914,1.106209289905814e-22,0.5312157729351709,0.0
2025-07-17,0.46878422706482914,1.106209289905814e-22,0.5312157729351709,0.0
2025-07-18,0.46878422706482914,1.106209289905814e-22,0.5312157729351709,0.0
2025-07-21,0.46878422706482914,1.106209289905814e-22,0.5312157729351709,0.0
2025-07-22,0.25414911931035117,1.2777520766931125e-23,0.7458508806896489,6.40582108423316e-24
2025-07-23,0.25414911931035117,1.2777520766931125e-23,0.7458508806896489,6.40582108423316e-24
2025-07-24,0.25414911931035117,1.2777520766931125e-23,0.7458508806896489,6.40582108423316e-24
2025-07-25,0.25414911931035117,1.2777520766931125e-23,0.7458508806896489,6.40582108423316e-24
2025-07-28,0.25414911931035117,1.2777520766931125e-23,0.7458508806896489,6.40582108423316e-24
2025-07-29,0.20685059037323514,0.0,0.7931494096267648,1.492557222967959e-24
2025-07-30,0.20685059037323514,0.0,0.7931494096267648,1.492557222967959e-24
2025-07-31,0.20685059037323514,0.0,0.7931494096267648,1.492557222967959e-24
2025-08-01,0.20685059037323514,0.0,0.7931494096267648,1.492557222967959e-24
2025-08-04,0.20685059037323514,0.0,0.7931494096267648,1.492557222967959e-24
2025-08-05,0.3943452943949494,3.977145042671386e-23,0.6056547056050505,1.5183483203201602e-22
2025-08-06,0.3943452943949494,3.977145042671386e-23,0.6056547056050505,1.5183483203201602e-22
2025-08-07,0.3943452943949494,3.977145042671386e-23,0.6056547056050505,1.5183483203201602e-22
2025-08-08,0.3943452943949494,3.977145042671386e-23,0.6056547056050505,1.5183483203201602e-22
2025-08-11,0.3943452943949494,3.977145042671386e-23,0.6056547056050505,1.5183483203201602e-22
2025-08-12,0.39315634194275767,8.014011278958713e-23,0.6068436580572424,8.173499037336549e-23
2025-08-13,0.39315634194275767,8.014011278958713e-23,0.6068436580572424,8.173499037336549e-23
2025-08-14,0.39315634194275767,8.014011278958713e-23,0.6068436580572424,8.173499037336549e-23
2025-08-15,0.39315634194275767,8.014011278958713e-23,0.6068436580572424,8.173499037336549e-23
2025-08-18,0.39315634194275767,8.014011278958713e-23,0.6068436580572424,8.173499037336549e-23
2025-08-19,0.4928680823364525,0.2650243159620228,0.24210760170152465,0.0
2025-08-20,0.4928680823364525,0.2650243159620228,0.24210760170152465,0.0
2025-08-21,0.4928680823364525,0.2650243159620228,0.24210760170152465,0.0
2025-08-22,0.4928680823364525,0.2650243159620228,0.24210760170152465,0.0
2025-08-25,0.4928680823364525,0.2650243159620228,0.24210760170152465,0.0
2025-08-26,0.5656403398001044,0.12414967157757875,0.31020998862231686,0.0
2025-08-27,0.5656403398001044,0.12414967157757875,0.31020998862231686,0.0
2025-08-28,0.5656403398001044,0.12414967157757875,0.31020998862231686,0.0
2025-08-29,0.5656403398001044,0.12414967157757875,0.31020998862231686,0.0
2025-09-01,0.5656403398001044,0.12414967157757875,0.31020998862231686,0.0
2025-09-02,0.49037510862908634,0.32152909282095776,0.18809579854995592,1.6153937397113366e-25
2025-09-03,0.49037510862908634,0.32152909282095776,0.18809579854995592,1.6153937397113366e-25
2025-09-04,0.49037510862908634,0.32152909282095776,0.18809579854995592,1.6153937397113366e-25
2025-09-05,0.49037510862908634,0.32152909282095776,0.18809579854995592,1.6153937397113366e-25
2025-09-08,0.49037510862908634,0.32152909282095776,0.18809579854995592,1.6153937397113366e-25
2025-09-09,0.3935196349383551,0.5006290058599085,0.10585135920173634,0.0
2025-09-10,0.3935196349383551,0.5006290058599085,0.10585135920173634,0.0
2025-09-11,0.3935196349383551,0.5006290058599085,0.10585135920173634,0.0
2025-09-12,0.3935196349383551,0.5006290058599085,0.10585135920173634,0.0
2025-09-15,0.3935196349383551,0.5006290058599085,0.10585135920173634,0.0
2025-09-16,0.3909520541433537,0.41240617169550237,0.1966417741611439,0.0
2025-09-17,0.3909520541433537,0.41240617169550237,0.1966417741611439,0.0
2025-09-18,0.3909520541433537,0.41240617169550237,0.1966417741611439,0.0
2025-09-19,0.3909520541433537,0.41240617169550237,0.1966417741611439,0.0
2025-09-22,0.3909520541433537,0.41240617169550237,0.1966417741611439,0.0
2025-09-23,0.2941812801304957,0.3155814802180765,0.3902372396514278,3.211615887450905e-22
2025-09-24,0.2941812801304957,0.3155814802180765,0.3902372396514278,3.211615887450905e-22
2025-09-25,0.2941812801304957,0.3155814802180765,0.3902372396514278,3.211615887450905e-22
2025-09-26,0.2941812801304957,0.3155814802180765,0.3902372396514278,3.211615887450905e-22
2025-09-29,0.2941812801304957,0.3155814802180765,0.3902372396514278,3.211615887450905e-22
2025-09-30,0.24274116516160316,0.6546481473037523,0.10261068753464447,0.0
2025-10-01,0.24274116516160316,0.6546481473037523,0.10261068753464447,0.0
2025-10-02,0.24274116516160316,0.6546481473037523,0.10261068753464447,0.0
2025-10-03,0.24274116516160316,0.6546481473037523,0.10261068753464447,0.0
2025-10-06,0.24274116516160316,0.6546481473037523,0.10261068753464447,0.0
2025-10-07,0.3909480979110376,0.6090519020889624,8.630762351008096e-23,1.1402008837319426e-22
2025-10-08,0.3909480979110376,0.6090519020889624,8.630762351008096e-23,1.1402008837319426e-22
2025-10-09,0.3909480979110376,0.6090519020889624,8.630762351008096e-23,1.1402008837319426e-22
2025-10-10,0.3909480979110376,0.6090519020889624,8.630762351008096e-23,1.1402008837319426e-22
2025-10-13,0.3909480979110376,0.6090519020889624,8.630762351008096e-23,1.1402008837319426e-22
2025-10-14,0.3415085764010335,0.6584914235989665,0.0,0.0
2025-10-15,0.3415085764010335,0.6584914235989665,0.0,0.0
2025-10-16,0.3415085764010335,0.6584914235989665,0.0,0.0
2025-10-17,0.3415085764010335,0.6584914235989665,0.0,0.0
2025-10-20,0.3415085764010335,0.6584914235989665,0.0,0.0
2025-10-21,0.40553920587584796,0.594460794124152,1.0164986334196897e-22,0.0
2025-10-22,0.40553920587584796,0.594460794124152,1.0164986334196897e-22,0.0
2025-10-23,0.40553920587584796,0.594460794124152,1.0164986334196897e-22,0.0
2025-10-24,0.40553920587584796,0.594460794124152,1.0164986334196897e-22,0.0
2025-10-27,0.40553920587584796,0.594460794124152,1.0164986334196897e-22,0.0
2025-10-28,0.1571505503319872,0.4666248987119251,0.3762245509560877,1.3994384228351725e-23
2025-10-29,0.1571505503319872,0.4666248987119251,0.3762245509560877,1.3994384228351725e-23
2025-10-30,0.1571505503319872,0.4666248987119251,0.3762245509560877,1.3994384228351725e-23
2025-10-31,0.1571505503319872,0.4666248987119251,0.3762245509560877,1.3994384228351725e-23
2025-11-03,0.1571505503319872,0.4666248987119251,0.3762245509560877,1.3994384228351725e-23
2025-11-04,0.024259666617003243,0.49470210961395034,0.48103822376904654,0.0
2025-11-05,0.024259666617003243,0.49470210961395034,0.48103822376904654,0.0
2025-11-06,0.024259666617003243,0.49470210961395034,0.48103822376904654,0.0
2025-11-07,0.024259666617003243,0.49470210961395034,0.48103822376904654,0.0
2025-11-10,0.024259666617003243,0.49470210961395034,0.48103822376904654,0.0
2025-11-11,0.17190829386521314,0.4665098670312555,0.3615818391035313,0.0
2025-11-12,0.17190829386521314,0.4665098670312555,0.3615818391035313,0.0
2025-11-13,0.17190829386521314,0.4665098670312555,0.3615818391035313,0.0
2025-11-14,0.17190829386521314,0.4665098670312555,0.3615818391035313,0.0
2025-11-17,0.17190829386521314,0.4665098670312555,0.3615818391035313,0.0
2025-11-18,0.1221397157510031,0.4813824248622724,0.3964778593867245,0.0
2025-11-19,0.1221397157510031,0.4813824248622724,0.3964778593867245,0.0
2025-11-20,0.1221397157510031,0.4813824248622724,0.3964778593867245,0.0
2025-11-21,0.1221397157510031,0.4813824248622724,0.3964778593867245,0.0
2025-11-24,0.1221397157510031,0.4813824248622724,0.3964778593867245,0.0
2025-11-25,0.35470852859417806,0.05547915665527669,0.5898123147505452,0.0
2025-11-26,0.35470852859417806,0.05547915665527669,0.5898123147505452,0.0
2025-11-27,0.35470852859417806,0.05547915665527669,0.5898123147505452,0.0
2025-11-28,0.35470852859417806,0.05547915665527669,0.5898123147505452,0.0
2025-12-01,0.35470852859417806,0.05547915665527669,0.5898123147505452,0.0
2025-12-02,3.69366698228448e-24,1.0,3.552963921028837e-23,1.1097214908829256e-22
2025-12-03,3.69366698228448e-24,1.0,3.552963921028837e-23,1.1097214908829256e-22
2025-12-04,3.69366698228448e-24,1.0,3.552963921028837e-23,1.1097214908829256e-22
2025-12-05,3.69366698228448e-24,1.0,3.552963921028837e-23,1.1097214908829256e-22
2025-12-08,3.69366698228448e-24,1.0,3.552963921028837e-23,1.1097214908829256e-22
2025-12-09,0.0,0.5744409097026635,0.4255590902973365,0.0
2025-12-10,0.0,0.5744409097026635,0.4255590902973365,0.0
2025-12-11,0.0,0.5744409097026635,0.4255590902973365,0.0
2025-12-12,0.0,0.5744409097026635,0.4255590902973365,0.0
2025-12-15,0.0,0.5744409097026635,0.4255590902973365,0.0
2025-12-16,0.500021778895067,6.424317550251303e-23,0.499978221104933,5.987298353039935e-23
2025-12-17,0.500021778895067,6.424317550251303e-23,0.499978221104933,5.987298353039935e-23
2025-12-18,0.500021778895067,6.424317550251303e-23,0.499978221104933,5.987298353039935e-23
2025-12-19,0.500021778895067,6.424317550251303e-23,0.499978221104933,5.987298353039935e-23
2025-12-22,0.500021778895067,6.424317550251303e-23,0.499978221104933,5.987298353039935e-23
2025-12-23,0.4523695443514164,0.0,0.5476304556485836,0.0
2025-12-24,0.4523695443514164,0.0,0.5476304556485836,0.0
2025-12-25,0.4523695443514164,0.0,0.5476304556485836,0.0
2025-12-26,0.4523695443514164,0.0,0.5476304556485836,0.0
2025-12-29,0.4523695443514164,0.0,0.5476304556485836,0.0
2025-12-30,0.021692476935166554,0.9783075230648335,0.0,0.0
2025-12-31,0.021692476935166554,0.9783075230648335,0.0,0.0
2026-01-01,0.021692476935166554,0.9783075230648335,0.0,0.0
2026-01-02,0.021692476935166554,0.9783075230648335,0.0,0.0
2026-01-05,0.021692476935166554,0.9783075230648335,0.0,0.0
2026-01-06,0.542321978614288,0.1390462934913658,0.31863172789434624,0.0
2026-01-07,0.542321978614288,0.1390462934913658,0.31863172789434624,0.0
2026-01-08,0.542321978614288,0.1390462934913658,0.31863172789434624,0.0
2026-01-09,0.542321978614288,0.1390462934913658,0.31863172789434624,0.0
2026-01-12,0.542321978614288,0.1390462934913658,0.31863172789434624,0.0
2026-01-13,2.697216098648082e-23,1.146424811431084e-22,1.0,3.8016022723265485e-24
2026-01-14,2.697216098648082e-23,1.146424811431084e-22,1.0,3.8016022723265485e-24
2026-01-15,2.697216098648082e-23,1.146424811431084e-22,1.0,3.8016022723265485e-24
2026-01-16,2.697216098648082e-23,1.146424811431084e-22,1.0,3.8016022723265485e-24
2026-01-19,2.697216098648082e-23,1.146424811431084e-22,1.0,3.8016022723265485e-24
2026-01-20,0.10461631012219805,0.895383689877802,2.0971646319618044e-23,1.2230103129719592e-22
2026-01-21,0.10461631012219805,0.895383689877802,2.0971646319618044e-23,1.2230103129719592e-22
2026-01-22,0.10461631012219805,0.895383689877802,2.0971646319618044e-23,1.2230103129719592e-22
2026-01-23,0.10461631012219805,0.895383689877802,2.0971646319618044e-23,1.2230103129719592e-22
2026-01-26,0.10461631012219805,0.895383689877802,2.0971646319618044e-23,1.2230103129719592e-22
2026-01-27,0.27784022686994264,0.7221597731300574,0.0,8.587768960995532e-24
2026-01-28,0.27784022686994264,0.7221597731300574,0.0,8.587768960995532e-24
2026-01-29,0.27784022686994264,0.7221597731300574,0.0,8.587768960995532e-24
2026-01-30,0.27784022686994264,0.7221597731300574,0.0,8.587768960995532e-24
2026-02-02,0.27784022686994264,0.7221597731300574,0.0,8.587768960995532e-24
2026-02-03,0.2861192256118019,0.7138807743881981,5.119318204795533e-23,0.0
2026-02-04,0.2861192256118019,0.7138807743881981,5.119318204795533e-23,0.0
2026-02-05,0.2861192256118019,0.7138807743881981,5.119318204795533e-23,0.0
2026-02-06,0.2861192256118019,0.7138807743881981,5.119318204795533e-23,0.0
2026-02-09,0.2861192256118019,0.7138807743881981,5.119318204795533e-23,0.0
2026-02-10,0.5347691783261046,0.46523082167389546,0.0,0.0
2026-02-11,0.5347691783261046,0.46523082167389546,0.0,0.0
2026-02-12,0.5347691783261046,0.46523082167389546,0.0,0.0
2026-02-13,0.5347691783261046,0.46523082167389546,0.0,0.0
2026-02-16,0.5347691783261046,0.46523082167389546,0.0,0.0
2026-02-17,0.5340701248695184,0.4659298751304815,0.0,0.0
2026-02-18,0.5340701248695184,0.4659298751304815,0.0,0.0
2026-02-19,0.5340701248695184,0.4659298751304815,0.0,0.0
2026-02-20,0.5340701248695184,0.4659298751304815,0.0,0.0
2026-02-23,0.5340701248695184,0.4659298751304815,0.0,0.0
2026-02-24,0.5459062618130288,0.45409373818697113,0.0,0.0
2026-02-25,0.5459062618130288,0.45409373818697113,0.0,0.0
2026-02-26,0.5459062618130288,0.45409373818697113,0.0,0.0
2026-02-27,0.5459062618130288,0.45409373818697113,0.0,0.0
